test_selector,class_name,newly_covered_lines,upgraded_to_full_lines
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitModuleRequiresDirective_withNullContext_returnsEqualButNotSame,com.github.javaparser.ast.visitor.EqualsVisitor,43;46;58;61;65;68;71;74;79;83;86;89;92;97;101-102;104;107;110;113;117;125-126;598-602;939-943,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitModuleRequiresDirective_withNullContext_returnsEqualButNotSame,com.github.javaparser.ast.modules.ModuleDirective,50-52,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitModuleRequiresDirective_withNullContext_returnsEqualButNotSame,com.github.javaparser.ast.visitor.CloneVisitor,1128-1136,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitModuleRequiresDirective_withNullContext_returnsEqualButNotSame,com.github.javaparser.ast.Node,384;387,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitModuleRequiresDirective_withNullContext_returnsEqualButNotSame,com.github.javaparser.ast.modules.ModuleRequiresDirective,52-53;65-69;74;85;90-91;94-98;103;108-109;112-116,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitModuleRequiresDirective_withNullContext_returnsEqualButNotSame,com.github.javaparser.ast.expr.Name,61-62,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitModuleRequiresDirective_withNullContext_returnsEqualButNotSame,com.github.javaparser.ast.NodeList,126,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitModuleUsesDirective_withNullContext_returnsEqualButNotSame,com.github.javaparser.ast.visitor.EqualsVisitor,43;46;58;61;65;68;71;74;79;101-102;104;107;110;113;117;125-126;598-602;966-969,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitModuleUsesDirective_withNullContext_returnsEqualButNotSame,com.github.javaparser.ast.modules.ModuleDirective,50-52,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitModuleUsesDirective_withNullContext_returnsEqualButNotSame,com.github.javaparser.GeneratedJavaParserConstants,348,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitModuleUsesDirective_withNullContext_returnsEqualButNotSame,com.github.javaparser.ast.visitor.CloneVisitor,1197-1203,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitModuleUsesDirective_withNullContext_returnsEqualButNotSame,com.github.javaparser.ast.modules.ModuleUsesDirective,61-64;69;122;127-128;131-135,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitModuleUsesDirective_withNullContext_returnsEqualButNotSame,com.github.javaparser.ast.Node,384;387,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitModuleUsesDirective_withNullContext_returnsEqualButNotSame,com.github.javaparser.ast.expr.Name,61-62,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitModuleUsesDirective_withNullContext_returnsEqualButNotSame,com.github.javaparser.JavaToken,114-116;119;121-122;124-126,46;48
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitNameExpr_withNullContext_returnsClonedNode,com.github.javaparser.ast.visitor.CloneVisitor,644-650,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitNameExpr_withNullContext_returnsClonedNode,com.github.javaparser.ast.expr.NameExpr,63-65;72-75;91;96-97;100-104,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitNameExpr_withNullContext_returnsClonedNode,com.github.javaparser.ast.Node,291-292,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitNodeList_withBlockComment_returnsListOfSameSize,com.github.javaparser.ast.comments.BlockComment,46-47;51-52;59-61;66,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitNodeList_withBlockComment_returnsListOfSameSize,com.github.javaparser.ast.visitor.CloneVisitor,96-101,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitNodeList_withBlockComment_returnsListOfSameSize,com.github.javaparser.ast.NodeList,126,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitPrimitiveType_withObject_returnsClonedNode,com.github.javaparser.ast.visitor.CloneVisitor,333-339,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitPrimitiveType_withObject_returnsClonedNode,com.github.javaparser.ast.type.PrimitiveType,69;144;147-148;150;159-160;172-175;191;205-206;209-211;221,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitPrimitiveType_withObject_returnsClonedNode,com.github.javaparser.ast.type.PrimitiveType$Primitive,88-96;137-141,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitReceiverParameter_withWhileStmtListContext_returnsEqualButNotSame,com.github.javaparser.ast.type.Type,55-56,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitReceiverParameter_withWhileStmtListContext_returnsEqualButNotSame,com.github.javaparser.ast.visitor.EqualsVisitor,43;46;58;61;65;68;71;74;79;83;86;89;92;97;101-102;104;107;110;113;117;125-126;402-405;598-602;990-995,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitReceiverParameter_withWhileStmtListContext_returnsEqualButNotSame,com.github.javaparser.ast.visitor.CloneVisitor,416-422;1230-1238,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitReceiverParameter_withWhileStmtListContext_returnsEqualButNotSame,com.github.javaparser.ast.body.ReceiverParameter,78-79;91-96;101;112;117-118;121-125;133;142-143;146-150;167;172-173;176-180,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitReceiverParameter_withWhileStmtListContext_returnsEqualButNotSame,com.github.javaparser.ast.Node,384;387,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitReceiverParameter_withWhileStmtListContext_returnsEqualButNotSame,com.github.javaparser.ast.expr.Name,65-66,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitReceiverParameter_withWhileStmtListContext_returnsEqualButNotSame,com.github.javaparser.ast.NodeList,126,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitReceiverParameter_withWhileStmtListContext_returnsEqualButNotSame,com.github.javaparser.ast.type.UnknownType,60-62;67;78;81,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitSwitchEntry_withExpressionsAndStatements_returnsClonedNode,com.github.javaparser.ast.stmt.SwitchEntry$Type,105-109,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitSwitchEntry_withExpressionsAndStatements_returnsClonedNode,com.github.javaparser.ast.stmt.SwitchEntry,136-137;168-175;204;209;220-221;224-228;233-234;237-241;285;290-291;294-296;328;333-334;343;348-349,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitSwitchEntry_withExpressionsAndStatements_returnsClonedNode,com.github.javaparser.ast.visitor.CloneVisitor,894-903,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitSwitchEntry_withExpressionsAndStatements_returnsClonedNode,com.github.javaparser.ast.NodeList,109-111;339-340,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitSynchronizedStmt_withBlockComment_returnsClonedNode,com.github.javaparser.ast.stmt.SynchronizedStmt,56-57;69-73;89;94-95;98-102;107;112-113;116-120,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitSynchronizedStmt_withBlockComment_returnsClonedNode,com.github.javaparser.ast.comments.BlockComment,46-47;59-61,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitSynchronizedStmt_withBlockComment_returnsClonedNode,com.github.javaparser.ast.visitor.CloneVisitor,644-650;1016-1023,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitSynchronizedStmt_withBlockComment_returnsClonedNode,com.github.javaparser.ast.expr.NameExpr,54-55;72-75;80;91;96-97;100-104,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitTextBlockLiteralExpr_withBlockComment_returnsClonedNode,com.github.javaparser.ast.expr.LiteralExpr,49-51,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitTextBlockLiteralExpr_withBlockComment_returnsClonedNode,com.github.javaparser.ast.comments.BlockComment,46-47;59-61,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitTextBlockLiteralExpr_withBlockComment_returnsClonedNode,com.github.javaparser.ast.visitor.CloneVisitor,1293-1298,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitTextBlockLiteralExpr_withBlockComment_returnsClonedNode,com.github.javaparser.ast.expr.LiteralStringValueExpr,52-55;59;64-65;68-70,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitTextBlockLiteralExpr_withBlockComment_returnsClonedNode,com.github.javaparser.ast.expr.TextBlockLiteralExpr,50-51;68-70,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitThrowStmt_withSelfContext_returnsClonedNode,com.github.javaparser.ast.stmt.ThrowStmt,52-53;65-68;84;89-90;93-97,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitThrowStmt_withSelfContext_returnsClonedNode,com.github.javaparser.ast.visitor.CloneVisitor,644-650;1005-1011,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitThrowStmt_withSelfContext_returnsClonedNode,com.github.javaparser.ast.expr.NameExpr,54-55;72-75;80;91;96-97;100-104,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitTryStmt_withObject_returnsEqualButNotSame,com.github.javaparser.ast.visitor.EqualsVisitor,43;46;58;61;65;68;71;74;79;83;86;89;92;97;101-102;104;107;110;113;117;721-724;864-870,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitTryStmt_withObject_returnsEqualButNotSame,com.github.javaparser.ast.visitor.CloneVisitor,1028-1037,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitTryStmt_withObject_returnsEqualButNotSame,com.github.javaparser.ast.Node,384;387,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitTryStmt_withObject_returnsEqualButNotSame,com.github.javaparser.ast.NodeList,126,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitTryStmt_withObject_returnsEqualButNotSame,com.github.javaparser.ast.stmt.TryStmt,108-109;134-140;145;156;161;166;171;176-177;180-184;189-190;201-202;205-209;214-215;218-222,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitUnionType_withObject_returnsClonedNode,com.github.javaparser.ast.type.Type,55-56,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitUnionType_withObject_returnsClonedNode,com.github.javaparser.ast.type.UnionType,71-72;79-82;91;96-97;100-104;109,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitUnionType_withObject_returnsClonedNode,com.github.javaparser.ast.visitor.CloneVisitor,380-387,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitVarType_withObject_returnsClonedNode,com.github.javaparser.ast.type.Type,55-56,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitVarType_withObject_returnsClonedNode,com.github.javaparser.ast.visitor.CloneVisitor,1243-1249,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitVarType_withObject_returnsClonedNode,com.github.javaparser.ast.type.VarType,57;61-62;69-71;75,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitVariableDeclarator_withObject_returnsEqualButNotSame,com.github.javaparser.ast.visitor.EqualsVisitor,43;46;58;61;65;68;71;74;79;83-84;86;89;92;97;101-102;104;107;110;113;117;121;125-126;255-260;327-333;607-610,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitVariableDeclarator_withObject_returnsEqualButNotSame,com.github.javaparser.ast.observer.AstObserverAdapter,26,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitVariableDeclarator_withObject_returnsEqualButNotSame,com.github.javaparser.ast.body.VariableDeclarator,74-75;106-111;117;148;153;164;169;174-175;178-182;193-194;215;220-221;224-228,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitVariableDeclarator_withObject_returnsEqualButNotSame,com.github.javaparser.ast.visitor.CloneVisitor,210-218,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitVariableDeclarator_withObject_returnsEqualButNotSame,com.github.javaparser.ast.Node,384;387;688-689;691,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitVariableDeclarator_withObject_returnsEqualButNotSame,com.github.javaparser.ast.body.VariableDeclarator$1,117,
com.github.javaparser.ast.visitor.CloneVisitor_ESTest_Adopted_Agentic#visitVariableDeclarator_withObject_returnsEqualButNotSame,com.github.javaparser.ast.NodeList,126,
